2457626.483194   0.996753791   0.005260
2457626.483564   1.003394185   0.005260
2457626.484595   1.003003694   0.005260
2457626.484919   1.005952925   0.005260
2457626.485231   1.007514887   0.005260
2457626.485555   1.004540994   0.005260
2457626.485879   0.997542992   0.005260
2457626.486192   1.004590319   0.005260
2457626.486516   1.003133173   0.005260
2457626.486828   1.001088235   0.005260
2457626.487152   1.006664029   0.005260
2457626.487465   1.002058296   0.005260
2457626.487789   1.000913542   0.005260
2457626.488101   1.000847775   0.005260
2457626.488425   1.00185894   0.005260
2457626.488738   1.001813726   0.005260
2457626.489062   1.002054186   0.005260
2457626.489386   1.001478726   0.005260
2457626.489698   1.00782728   0.005260
2457626.490022   1.002165167   0.005260
2457626.490335   1.004364245   0.005260
2457626.490659   1.002235044   0.005260
2457626.490971   1.000905321   0.005260
2457626.491295   1.000673082   0.005260
2457626.491619   0.999762623   0.005260
2457626.491932   1.001883603   0.005260
2457626.492256   0.999051519   0.005260
2457626.492568   1.005387742   0.005260
2457626.492893   0.997510109   0.005260
2457626.493205   1.006000195   0.005260
2457626.493529   1.001585597   0.005260
2457626.493842   0.998449342   0.005260
2457626.494166   0.998167777   0.005260
2457626.494478   0.997592318   0.005260
2457626.494802   0.999924985   0.005260
2457626.495126   1.004828724   0.005260
2457626.495439   1.003044799   0.005260
2457626.495763   1.004487558   0.005260
2457626.496075   1.003289369   0.005260
2457626.496399   1.005075349   0.005260
2457626.496712   1.000362745   0.005260
2457626.497036   1.002541271   0.005260
2457626.497360   1.001717131   0.005260
2457626.497672   1.004384798   0.005260
2457626.497985   0.993500388   0.005260
2457626.498309   1.001961701   0.005260
2457626.498633   1.002843388   0.005260
2457626.498945   1.007946482   0.005260
2457626.499269   1.000958757   0.005260
2457626.499582   1.003410626   0.005260
2457626.499906   1.002687191   0.005260
2457626.500230   0.997986919   0.005260
2457626.500542   0.995226767   0.005260
2457626.500867   0.998695967   0.005260
2457626.501179   0.998576765   0.005260
2457626.501503   0.999929095   0.005260
2457626.501816   1.005340472   0.005260
2457626.502140   0.998882992   0.005260
2457626.502464   1.002161057   0.005260
2457626.502776   1.00002569   0.005260
2457626.503100   1.00006885   0.005260
2457626.503424   1.001145781   0.005260
2457626.503737   1.00122388   0.005260
2457626.504061   0.999900322   0.005260
2457626.504373   1.00503219   0.005260
2457626.504697   0.999113175   0.005260
2457626.505010   1.000149003   0.005260
2457626.505334   1.00358532   0.005260
2457626.505646   0.994647197   0.005260
2457626.505970   1.002654308   0.005260
2457626.506294   1.002629645   0.005260
2457626.506607   0.996338637   0.005260
2457626.506931   1.001599984   0.005260
2457626.507243   0.999980475   0.005260
2457626.507567   1.000019525   0.005260
2457626.507891   0.998924096   0.005260
2457626.508204   1.002946148   0.005260
2457626.508528   1.00026204   0.005260
2457626.508840   1.000574432   0.005260
2457626.509165   1.000453175   0.005260
2457626.509489   0.999555046   0.005260
2457626.509801   0.998878881   0.005260
2457626.510125   0.992102843   0.005260
2457626.510438   0.994854773   0.005260
2457626.510762   1.001217714   0.005260
2457626.511086   1.000329862   0.005260
2457626.511398   1.003351025   0.005260
2457626.511722   1.000814892   0.005260
2457626.512035   1.00026615   0.005260
2457626.512359   1.000712131   0.005260
2457626.512671   1.003663418   0.005260
2457626.512995   0.9987679   0.005260
2457626.513308   0.998139004   0.005260
2457626.513632   0.996544159   0.005260
2457626.513944   1.003554491   0.005260
2457626.514268   1.005091791   0.005260
2457626.514581   0.997216214   0.005260
2457626.514905   0.996307809   0.005260
2457626.515217   0.997921152   0.005260
2457626.515541   0.999920874   0.005260
2457626.515865   1.000523052   0.005260
2457626.516178   1.002582376   0.005260
2457626.516502   1.001941149   0.005260
2457626.516838   1.0039717   0.005260
2457626.517150   0.994994528   0.005260
2457626.517474   1.003406516   0.005260
2457626.517787   1.000175721   0.005260
2457626.518111   1.003686025   0.005260
2457626.518423   0.997148392   0.005260
2457626.518747   1.00098753   0.005260
2457626.519060   1.003831945   0.005260
2457626.519384   0.999678359   0.005260
2457626.519696   1.005430901   0.005260
2457626.520020   1.000903266   0.005260
2457626.520344   0.99689149   0.005260
2457626.520657   1.001860996   0.005260
2457626.520981   1.00098753   0.005260
2457626.521293   1.002590596   0.005260
2457626.521617   1.006100901   0.005260
2457626.521930   1.007917709   0.005260
2457626.522254   0.998786397   0.005260
2457626.522566   1.004393018   0.005260
2457626.522890   0.995450785   0.005260
2457626.523203   0.996015969   0.005260
2457626.523527   0.99834247   0.005260
2457626.523851   0.997170999   0.005260
2457626.524164   1.000611426   0.005260
2457626.524488   1.002956424   0.005260
2457626.524812   0.997787563   0.005260
2457626.525124   1.002933817   0.005260
2457626.525448   1.003525718   0.005260
2457626.525761   1.003776454   0.005260
2457626.526085   0.994682136   0.005260
2457626.526409   1.001328695   0.005260
2457626.526721   0.994394406   0.005260
2457626.527045   1.002761179   0.005260
2457626.527358   1.002487836   0.005260
2457626.527682   1.000130506   0.005260
2457626.527994   0.998299311   0.005260
2457626.528318   0.999581764   0.005260
2457626.528631   1.002909154   0.005260
2457626.528955   1.001924707   0.005260
2457626.529267   1.000718297   0.005260
2457626.529591   0.995950202   0.005260
2457626.529904   0.99833425   0.005260
2457626.530228   1.00205213   0.005260
2457626.530540   1.006456453   0.005260
2457626.530864   0.996472226   0.005260
2457626.531177   1.002824891   0.005260
2457626.531501   1.00820955   0.005260
2457626.531883   1.003186608   0.005260
2457626.532195   1.00089299   0.005260
2457626.532531   0.993303087   0.005260
2457626.532843   0.999150169   0.005260
2457626.533168   0.996531828   0.005260
2457626.533480   1.000997806   0.005260
2457626.533804   1.003698356   0.005260
2457626.534117   1.002124063   0.005260
2457626.534441   0.997925262   0.005260
2457626.534753   0.993496277   0.005260
2457626.535077   0.999429678   0.005260
2457626.535390   1.000471671   0.005260
2457626.535714   0.998811059   0.005260
2457626.536026   0.997532716   0.005260
2457626.536350   0.999150169   0.005260
2457626.536663   0.997750569   0.005260
2457626.536987   1.005091791   0.005260
2457626.537311   1.004156669   0.005260
2457626.537623   1.005227435   0.005260
2457626.537947   1.00334897   0.005260
2457626.538260   0.999756457   0.005260
2457626.538584   1.004904767   0.005260
2457626.538896   1.002695412   0.005260
2457626.539220   0.998587041   0.005260
2457626.539533   1.004242988   0.005260
2457626.539857   0.995023301   0.005260
2457626.540169   0.997505999   0.005260
2457626.540493   0.996827778   0.005260
2457626.540817   1.003864829   0.005260
2457626.541130   1.000177776   0.005260
2457626.541454   0.997709465   0.005260
2457626.541766   1.003077682   0.005260
2457626.542091   1.000884769   0.005260
2457626.542415   0.998235599   0.005260
2457626.542727   0.998878881   0.005260
2457626.543051   1.00532814   0.005260
2457626.543375   0.999144004   0.005260
2457626.543688   0.993617535   0.005260
2457626.544012   0.993878547   0.005260
2457626.544324   1.000233267   0.005260
2457626.544648   1.001260873   0.005260
2457626.544972   0.994947258   0.005260
2457626.545285   0.996614036   0.005260
2457626.545609   1.012268596   0.005260
2457626.545933   0.995752902   0.005260
2457626.546245   0.995705632   0.005260
2457626.546569   1.000819003   0.005260
2457626.546893   0.996233822   0.005260
2457626.547206   0.998229434   0.005260
2457626.548479   1.005077404   0.005260
2457626.549127   1.000765567   0.005260
2457626.549440   1.006220103   0.005260
2457626.549764   0.998476059   0.005260
2457626.550076   0.997614925   0.005260
2457626.550400   0.992781063   0.005260
2457626.550713   0.995463117   0.005260
